filename,label,source,profile_path,dm,group_id
Fold_Iso_Slow_Search_DM155.90_Cand13,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM155.90_Cand13_Profile.png,155.9,Fold_Iso_Slow_Search_DM155.90_Cand13
Fold_Binary_MSP_Search_DM32.60_Cand14,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM32.60_Cand14_Profile.png,32.6,Fold_Binary_MSP_Search_DM32.60_Cand14
Fold_Binary_MSP_Search_DM85.30_Cand13,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM85.30_Cand13_Profile.png,85.3,Fold_Binary_MSP_Search_DM85.30_Cand13
Fold_Binary_MSP_Search_DM57.90_Cand15,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM57.90_Cand15_Profile.png,57.9,Fold_Binary_MSP_Search_DM57.90_Cand15
Fold_Binary_MSP_Search_DM71.50_Cand18,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM71.50_Cand18_Profile.png,71.5,Fold_Binary_MSP_Search_DM71.50_Cand18
Fold_Binary_MSP_Search_DM6.80_Cand23,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM6.80_Cand23_Profile.png,6.8,Fold_Binary_MSP_Search_DM6.80_Cand23
Fold_Binary_MSP_Search_DM2.90_Cand49,1,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM2.90_Cand49_Profile.png,2.9,CSIRO_J0437
Fold_Binary_MSP_Search_DM101.70_Cand24,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM101.70_Cand24_Profile.png,101.7,Fold_Binary_MSP_Search_DM101.70_Cand24
Fold_Binary_MSP_Search_DM91.80_Cand15,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM91.80_Cand15_Profile.png,91.8,Fold_Binary_MSP_Search_DM91.80_Cand15
J1911+37.fft,1,GBNCC,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_GBNCC/GBNCC_AI_READY_DATASET/Profile/J1911+37.fft_Profile.png,Unknown,J1911+37
J1921-05.fft,1,GBNCC,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_GBNCC/GBNCC_AI_READY_DATASET/Profile/J1921-05.fft_Profile.png,Unknown,J1921-05
Fold_Iso_Slow_Search_DM176.40_Cand16,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM176.40_Cand16_Profile.png,176.4,Fold_Iso_Slow_Search_DM176.40_Cand16
Fold_Binary_MSP_Search_DM18.10_Cand9,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM18.10_Cand9_Profile.png,18.1,Fold_Binary_MSP_Search_DM18.10_Cand9
Fold_Binary_MSP_Search_DM37.40_Cand16,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM37.40_Cand16_Profile.png,37.4,Fold_Binary_MSP_Search_DM37.40_Cand16
Fold_Binary_MSP_Search_DM86.30_Cand27,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM86.30_Cand27_Profile.png,86.3,Fold_Binary_MSP_Search_DM86.30_Cand27
Fold_Binary_MSP_Search_DM50.60_Cand3,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM50.60_Cand3_Profile.png,50.6,Fold_Binary_MSP_Search_DM50.60_Cand3
Fold_Binary_MSP_Search_DM89.10_Cand25,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM89.10_Cand25_Profile.png,89.1,Fold_Binary_MSP_Search_DM89.10_Cand25
Fold_Binary_MSP_Search_DM42.70_Cand16,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM42.70_Cand16_Profile.png,42.7,Fold_Binary_MSP_Search_DM42.70_Cand16
Fold_Iso_Slow_Search_DM30.10_Cand7,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM30.10_Cand7_Profile.png,30.1,Fold_Iso_Slow_Search_DM30.10_Cand7
Fold_Iso_Slow_Search_DM96.90_Cand10,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM96.90_Cand10_Profile.png,96.9,Fold_Iso_Slow_Search_DM96.90_Cand10
Fold_Binary_MSP_Search_DM86.30_Cand24,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM86.30_Cand24_Profile.png,86.3,Fold_Binary_MSP_Search_DM86.30_Cand24
Fold_Binary_MSP_Search_DM90.30_Cand24,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM90.30_Cand24_Profile.png,90.3,Fold_Binary_MSP_Search_DM90.30_Cand24
Fold_Binary_MSP_Search_DM60.80_Cand12,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM60.80_Cand12_Profile.png,60.8,Fold_Binary_MSP_Search_DM60.80_Cand12
Fold_Iso_Slow_Search_DM72.10_Cand15,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM72.10_Cand15_Profile.png,72.1,Fold_Iso_Slow_Search_DM72.10_Cand15
Fold_Iso_Slow_Search_DM168.00_Cand6,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM168.00_Cand6_Profile.png,168.0,Fold_Iso_Slow_Search_DM168.00_Cand6
Fold_Iso_Slow_Search_DM42.80_Cand5,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM42.80_Cand5_Profile.png,42.8,Fold_Iso_Slow_Search_DM42.80_Cand5
Fold_Iso_Slow_Search_DM152.70_Cand22,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM152.70_Cand22_Profile.png,152.7,Fold_Iso_Slow_Search_DM152.70_Cand22
Fold_Binary_MSP_Search_DM25.00_Cand22,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM25.00_Cand22_Profile.png,25.0,Fold_Binary_MSP_Search_DM25.00_Cand22
Fold_Iso_Slow_Search_DM287.40_Cand7,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM287.40_Cand7_Profile.png,287.4,Fold_Iso_Slow_Search_DM287.40_Cand7
Fold_Binary_MSP_Search_DM21.70_Cand15,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM21.70_Cand15_Profile.png,21.7,Fold_Binary_MSP_Search_DM21.70_Cand15
Fold_Binary_MSP_Search_DM40.20_Cand17,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM40.20_Cand17_Profile.png,40.2,Fold_Binary_MSP_Search_DM40.20_Cand17
p2030.20100510.G53.15-01.09.C.b1.00000_21ms_Cand,1,PALFA,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_PALFA/PALFA_AI_READY_DATASET/Profile/p2030.20100510.G53.15-01.09.C.b1.00000_21ms_Cand_Profile.png,Unknown,J1933+17
p2030.20181125.G55.57-03.87.S.b1g0_4_0001_DM258.30_Z0_ACCEL_Cand_1.pfd,1,PALFA,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_PALFA/PALFA_AI_READY_DATASET/Profile/p2030.20181125.G55.57-03.87.S.b1g0_4_0001_DM258.30_Z0_ACCEL_Cand_1.pfd_Profile.png,Unknown,J1948+18
Fold_Binary_MSP_Search_DM37.70_Cand17,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM37.70_Cand17_Profile.png,37.7,Fold_Binary_MSP_Search_DM37.70_Cand17
Fold_Binary_MSP_Search_DM93.60_Cand22,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM93.60_Cand22_Profile.png,93.6,Fold_Binary_MSP_Search_DM93.60_Cand22
Fold_Binary_MSP_Search_DM23.30_Cand18,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM23.30_Cand18_Profile.png,23.3,Fold_Binary_MSP_Search_DM23.30_Cand18
Fold_Binary_MSP_Search_DM54.50_Cand6,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM54.50_Cand6_Profile.png,54.5,Fold_Binary_MSP_Search_DM54.50_Cand6
Fold_Binary_MSP_Search_DM49.90_Cand9,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM49.90_Cand9_Profile.png,49.9,Fold_Binary_MSP_Search_DM49.90_Cand9
Fold_Binary_MSP_Search_DM25.40_Cand17,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM25.40_Cand17_Profile.png,25.4,Fold_Binary_MSP_Search_DM25.40_Cand17
Fold_Binary_MSP_Search_DM20.20_Cand24,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM20.20_Cand24_Profile.png,20.2,Fold_Binary_MSP_Search_DM20.20_Cand24
Fold_Binary_MSP_Search_DM39.20_Cand17,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM39.20_Cand17_Profile.png,39.2,Fold_Binary_MSP_Search_DM39.20_Cand17
J1505-25.fft,1,GBNCC,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_GBNCC/GBNCC_AI_READY_DATASET/Profile/J1505-25.fft_Profile.png,Unknown,J1505-25
Fold_Binary_MSP_Search_DM81.00_Cand20,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM81.00_Cand20_Profile.png,81.0,Fold_Binary_MSP_Search_DM81.00_Cand20
Fold_Binary_MSP_Search_DM9.30_Cand18,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM9.30_Cand18_Profile.png,9.3,Fold_Binary_MSP_Search_DM9.30_Cand18
puppi_57515_C1928+1246_1395_0016_0001_3.02ms_Cand.pfd,1,PALFA,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_PALFA/PALFA_AI_READY_DATASET/Profile/puppi_57515_C1928+1246_1395_0016_0001_3.02ms_Cand.pfd_Profile.png,Unknown,J1928+12
Fold_Iso_Slow_Search_DM304.80_Cand3,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM304.80_Cand3_Profile.png,304.8,Fold_Iso_Slow_Search_DM304.80_Cand3
J0610+37.fft,1,GBNCC,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_GBNCC/GBNCC_AI_READY_DATASET/Profile/J0610+37.fft_Profile.png,Unknown,J0610+37
Fold_Binary_MSP_Search_DM29.60_Cand17,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM29.60_Cand17_Profile.png,29.6,Fold_Binary_MSP_Search_DM29.60_Cand17
Fold_Binary_MSP_Search_DM28.20_Cand12,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM28.20_Cand12_Profile.png,28.2,Fold_Binary_MSP_Search_DM28.20_Cand12
Fold_Binary_MSP_Search_DM28.20_Cand7,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM28.20_Cand7_Profile.png,28.2,Fold_Binary_MSP_Search_DM28.20_Cand7
Fold_Binary_MSP_Search_DM77.60_Cand17,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM77.60_Cand17_Profile.png,77.6,Fold_Binary_MSP_Search_DM77.60_Cand17
p2030_54072_70903_0081_G62.73-01.90.C_2_DM46.80.sub00,1,PALFA,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_PALFA/PALFA_AI_READY_DATASET/Profile/p2030_54072_70903_0081_G62.73-01.90.C_2_DM46.80.sub00_Profile.png,Unknown,J1957+25
Fold_Binary_MSP_Search_DM48.00_Cand13,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM48.00_Cand13_Profile.png,48.0,Fold_Binary_MSP_Search_DM48.00_Cand13
J1901+0510,1,PALFA,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_PALFA/PALFA_AI_READY_DATASET/Profile/J1901+0510_Profile.png,Unknown,J1901+0510
J2015+09_ffa,1,GBNCC,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_GBNCC/GBNCC_AI_READY_DATASET/Profile/J2015+09_ffa_Profile.png,Unknown,J2015+09
Fold_Binary_MSP_Search_DM58.20_Cand13,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM58.20_Cand13_Profile.png,58.2,Fold_Binary_MSP_Search_DM58.20_Cand13
J1922+11,1,PALFA,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_PALFA/PALFA_AI_READY_DATASET/Profile/J1922+11_Profile.png,Unknown,J1922+11
Fold_Binary_MSP_Search_DM90.80_Cand22,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM90.80_Cand22_Profile.png,90.8,Fold_Binary_MSP_Search_DM90.80_Cand22
J1531+04.fft,1,GBNCC,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_GBNCC/GBNCC_AI_READY_DATASET/Profile/J1531+04.fft_Profile.png,Unknown,J1531+04
Fold_Binary_MSP_Search_DM0.70_Cand37,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM0.70_Cand37_Profile.png,0.7,Fold_Binary_MSP_Search_DM0.70_Cand37
p2030.20100323.G44.32+00.53.C.b6.00000,1,PALFA,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_PALFA/PALFA_AI_READY_DATASET/Profile/p2030.20100323.G44.32+00.53.C.b6.00000_Profile.png,Unknown,J1910+1027
Fold_Binary_MSP_Search_DM30.40_Cand19,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM30.40_Cand19_Profile.png,30.4,Fold_Binary_MSP_Search_DM30.40_Cand19
Fold_Binary_MSP_Search_DM18.30_Cand7,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM18.30_Cand7_Profile.png,18.3,Fold_Binary_MSP_Search_DM18.30_Cand7
Fold_Binary_MSP_Search_DM6.00_Cand30,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM6.00_Cand30_Profile.png,6.0,Fold_Binary_MSP_Search_DM6.00_Cand30
Fold_Iso_Slow_Search_DM458.80_Cand3,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM458.80_Cand3_Profile.png,458.8,Fold_Iso_Slow_Search_DM458.80_Cand3
Fold_Binary_MSP_Search_DM36.20_Cand13,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM36.20_Cand13_Profile.png,36.2,Fold_Binary_MSP_Search_DM36.20_Cand13
Fold_Binary_MSP_Search_DM103.90_Cand21,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM103.90_Cand21_Profile.png,103.9,Fold_Binary_MSP_Search_DM103.90_Cand21
p2030.20100927.G44.95+00.42.S.b2.00000,1,PALFA,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_PALFA/PALFA_AI_READY_DATASET/Profile/p2030.20100927.G44.95+00.42.S.b2.00000_Profile.png,Unknown,J1911+10
Fold_Iso_Slow_Search_DM89.50_Cand19,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM89.50_Cand19_Profile.png,89.5,Fold_Iso_Slow_Search_DM89.50_Cand19
Fold_Binary_MSP_Search_DM1.40_Cand1,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM1.40_Cand1_Profile.png,1.4,Fold_Binary_MSP_Search_DM1.40_Cand1
Fold_Binary_MSP_Search_DM22.40_Cand20,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM22.40_Cand20_Profile.png,22.4,Fold_Binary_MSP_Search_DM22.40_Cand20
Fold_Binary_MSP_Search_DM3.30_Cand38,1,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM3.30_Cand38_Profile.png,3.3,CSIRO_J0437
Fold_Iso_Slow_Search_DM7.40_Cand5,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM7.40_Cand5_Profile.png,7.4,Fold_Iso_Slow_Search_DM7.40_Cand5
J0417+61.fft,1,GBNCC,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_GBNCC/GBNCC_AI_READY_DATASET/Profile/J0417+61.fft_Profile.png,Unknown,J0417+61
Fold_Binary_MSP_Search_DM36.50_Cand13,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM36.50_Cand13_Profile.png,36.5,Fold_Binary_MSP_Search_DM36.50_Cand13
Fold_Binary_MSP_Search_DM2.70_Cand66,1,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM2.70_Cand66_Profile.png,2.7,CSIRO_J0437
Fold_Iso_Slow_Search_DM326.80_Cand8,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM326.80_Cand8_Profile.png,326.8,Fold_Iso_Slow_Search_DM326.80_Cand8
